140.wav|An Nhiên viết về "Vội vàng", về sự cuống quýt của nhà thơ trước bước đi của thời gian.
141.wav|Nhưng ở phần liên hệ thực tế, ngòi bút của cô đột ngột trở nên sắc lạnh và đầy ám ảnh.
142.wav|"Có những người vội vã không phải vì yêu cuộc sống, mà vội vã để che đậy những vết nứt trong linh hồn.
143.wav|Giống như một khu vườn rực rỡ sắc hoa nhưng bên dưới lớp đất màu mỡ lại là nơi trú ngụ của một con quái vật đội lốt thiên thần.
144.wav|Nó ăn mòn lòng tự trọng của người khác để nuôi béo sự kiêu hãnh giả tạo của chính mình."
145.wav|Thầy Duy dừng lại ở cụm từ "con quái vật đội lốt thiên thần".
146.wav|Thầy bắt đầu thực hiện lại thao tác cũ: tìm kiếm những dấu hiệu gạch chân.
147.wav|Lần này, An Nhiên không gạch chân từng chữ cái, mà cô dùng những nét chấm rất nhỏ dưới các danh từ riêng và các con số được lồng ghép khéo léo trong các câu thơ.
148.wav|Khi kết nối lại, thầy Duy bàng hoàng nhận ra đó là một danh sách: danh sách các mã đề kiểm tra toán và những con số tương ứng với điểm số của nhóm học sinh đứng đầu lớp.
149.wav|"Đây không chỉ là bắt nạt nữa," thầy Duy thì thầm với chính mình, đôi tay thầy hơi run lên.
150.wav|"Đây là một hệ thống gian lận có tổ chức."
151.wav|Lời tố cáo của An Nhiên vô cùng tinh vi.
152.wav|Cô ám chỉ rằng sự ưu tú của lớp 12A4 không hoàn toàn đến từ nỗ lực, mà đến từ một "thỏa thuận ngầm" nào đó.
153.wav|"Con quái vật" mà cô nhắc đến có lẽ chính là kẻ cầm đầu nhóm học sinh này, kẻ đã sử dụng quyền lực và sức ép tâm lý để bắt những người yếu thế như Lan phải phục tùng hoặc làm bia đỡ đạn cho những sai phạm.
154.wav|Thầy Duy dựa lưng vào ghế, nhìn lên trần nhà.
155.wav|Thầy nhớ lại vẻ mặt tự tin đến mức kiêu ngạo của lớp trưởng lớp 12A4 – một học sinh luôn nhận được sự ưu ái tuyệt đối từ các giáo viên khác.
156.wav|Phải chăng đó chính là "thiên thần" mà An Nhiên đang nhắc tới?
157.wav|Sự thật mà An Nhiên phơi bày qua những dòng văn chương lộng lẫy kia quá nặng nề đối với một giáo viên trẻ.
158.wav|Nếu thầy công khai điều này mà không có bằng chứng xác thực, không chỉ sự nghiệp của thầy kết thúc, mà An Nhiên cũng sẽ gặp nguy hiểm thực sự.
159.wav|Cô học trò ấy đang đánh cược bằng cách đưa cho thầy chìa khóa của một chiếc hộp đen đầy rẫy những tiêu cực.
160.wav|Thầy Duy lấy bút đỏ, thay vì ghi nhận xét như thường lệ, thầy chỉ vẽ một hình tròn nhỏ bao quanh chữ "Tin" trong đoạn cuối bài văn của An Nhiên.
161.wav|Đó là câu trả lời của thầy.
162.wav|Thầy đã nhận được thông điệp, và thầy tin cô.
163.wav|Đêm đó, thầy Duy bắt đầu mở máy tính, không phải để soạn giáo án, mà để xâu chuỗi lại các sự kiện.
164.wav|Thầy nhận ra mình không thể chỉ là một người thầy dạy Văn thuần túy.
165.wav|Để bảo vệ những học trò như Lan và để xứng đáng với sự tin tưởng của An Nhiên, thầy phải trở thành một người điều tra trong bóng tối, bắt đầu từ những mắt xích nhỏ nhất trong cái hệ thống "hoàn hảo" nhưng đầy mục rỗng này.
166.wav|Sân trường hôm nay rộn ràng hơn hẳn mọi ngày.
167.wav|Những chiếc xe sang trọng nối đuôi nhau đậu kín cổng trường.
168.wav|Buổi họp phụ huynh đầu học kỳ của lớp 12A4 diễn ra trong một bầu không khí trang trọng đến mức cứng nhắc.
169.wav|Thầy Duy đứng trên bục giảng, nhìn xuống những gương mặt đại diện cho sự thành đạt và quyền lực của thành phố.
170.wav|Thầy Duy hiểu rằng, để bóc tách được sự thật mà An Nhiên đã gửi gắm, thầy không thể hành động bộc phát.
171.wav|Thầy chọn cách đóng vai một giáo viên trẻ mới ra trường, có chút lóng ngóng và luôn lắng nghe ý kiến của phụ huynh một cách cầu thị.
172.wav|Đây là vỏ bọc hoàn hảo để thầy quan sát "thế giới người lớn" đằng sau những điểm số của học trò.
173.wav|"Thầy Duy ạ, lớp 12A4 là bộ mặt của trường.
174.wav|Chúng tôi mong thầy chú trọng vào việc duy trì thành tích cho các con," cha của lớp trưởng – một người đàn ông có phong thái đĩnh đạc nhưng ánh mắt luôn toát ra sự áp đặt – lên tiếng.
175.wav|Xung quanh ông, những phụ huynh khác gật đầu tán thưởng, tạo nên một vòng tròn đồng thuận đầy quyền uy.
176.wav|Thầy Duy mỉm cười, ánh mắt khẽ lướt qua phía cuối phòng họp, nơi mẹ của Lan đang ngồi khép nép ở góc bàn.
177.wav|Bà ăn mặc giản dị, đôi bàn tay gầy guộc đan chặt vào nhau, ánh mắt lộ rõ vẻ lo âu khi nghe về những tiêu chuẩn thành tích cao ngất ngưỡng.
178.wav|Sự đối lập giữa hai hình ảnh ấy khiến thầy Duy cảm thấy nhói lòng.
179.wav|Sau buổi họp, thầy Duy không về ngay.
180.wav|Thầy nán lại ở hành lang, giả vờ kiểm tra lại sổ sách nhưng thực chất là để quan sát những cuộc đối thoại riêng tư.
181.wav|"Con phải giữ vững vị trí đó, không được để bất cứ ai vượt mặt," tiếng quát khẽ của một vị phụ huynh dành cho con mình ở góc cầu thang lọt vào tai thầy.
182.wav|Đứa trẻ ấy chỉ cúi đầu, đôi vai run lên bần bật.
183.wav|Đó chính là thực tế của cái gọi là "khát vọng tuổi trẻ" mà cả lớp đã viết trong bài văn tuần trước: một sự ép buộc đến kiệt sức.
184.wav|Thầy Duy bắt đầu ghi chép thầm lặng vào một cuốn sổ tay cá nhân.
185.wav|Thầy không ghi về điểm số, mà ghi về những mối liên kết.
186.wav|Thầy nhận ra nhóm học sinh ưu tú luôn nhận được những thông tin đặc biệt từ văn phòng hội đồng, và cha của lớp trưởng lại có mối quan hệ rất mật thiết với vị giáo viên kỳ cựu đang nắm giữ quyền quyết định đề thi của khối.
187.wav|Bất ngờ, một bóng dáng quen thuộc xuất hiện ở ban công tầng hai.
188.wav|Là An Nhiên.
189.wav|Cô không có phụ huynh đi họp, cũng không tham gia vào những nhóm bạn đang xì xào bàn tán.
190.wav|An Nhiên đứng đó, đơn độc giữa đám đông, đôi mắt lạnh lùng nhìn xuống sân trường như đang quan sát một vở kịch hài hước nhưng đầy cay đắng.
191.wav|Ánh mắt của An Nhiên và thầy Duy chạm nhau giữa không trung.
192.wav|Cô không chào, cũng không tránh né.
193.wav|Cô chỉ khẽ nhếch môi, một nụ cười ẩn chứa sự mỉa mai như muốn hỏi: "Thầy đã thấy hết sự mục nát ở đây chưa?"
194.wav|Thầy Duy khẽ gật đầu với cô học trò.
195.wav|Cái gật đầu ấy thay cho một lời hứa.
196.wav|Thầy sẽ không chỉ là người đứng trên bục giảng để đọc những bài văn hay, thầy sẽ là người đi sâu vào bóng tối để tìm lại sự công bằng đã bị đánh cắp.
197.wav|Những bước chân của thầy Duy trên hành lang vắng lặng khi ra về mang theo một sức nặng mới.
198.wav|Thầy biết mình đang đối đầu với cả một mạng lưới lợi ích đan xen chặt chẽ.
199.wav|Nhưng mỗi dòng chữ kêu cứu của An Nhiên, mỗi ánh mắt sợ hãi của Lan là một động lực khiến thầy không thể lùi bước.
200.wav|Cuộc điều tra của kẻ hành pháp thầm lặng đã chính thức bắt đầu, không có kèn trống, không có sự ủng hộ công khai, chỉ có sự kiên định và một trái tim muốn bảo vệ học trò bằng mọi giá.
201.wav|Mưa mỗi lúc một nặng hạt, quất vào những tán lá phượng già tạo nên những âm thanh chát chúa.
202.wav|Sân trường vắng lặng, chỉ còn lại tiếng nước chảy ào ào từ các máng xối.
203.wav|Thầy Duy đứng ở hiên lớp học, tay cầm chiếc ô màu xám, ánh mắt kiên nhẫn nhìn về phía bóng dáng đơn độc đang đứng dưới mái hiên đối diện.
204.wav|An Nhiên không mang ô, cũng không có áo mưa.
205.wav|Cô đứng đó, đôi mắt nhìn đăm đăm vào màn mưa trắng xóa, đôi vai hơi co lại vì cái lạnh bắt đầu thấm qua lớp áo đồng phục mỏng.
206.wav|"An Nhiên, em cầm lấy chiếc ô này mà về.
207.wav|Đứng đây lâu sẽ bị cảm lạnh đấy," Thầy Duy bước tới, giọng nói ấm áp vang lên giữa tiếng mưa.
208.wav|An Nhiên không quay đầu lại, môi cô khẽ nhếch lên một nụ cười đầy mỉa mai: "Thầy Duy không cần phải đóng vai người thầy nhân hậu ở đây.
209.wav|Trường học này không có khán giả đâu."
210.wav|Thầy Duy không hề tự ái.
211.wav|Thầy bước lại gần hơn, che chiếc ô cho cả hai: "Thầy không đóng kịch.
212.wav|Thầy ở lại vì muốn hỏi em về bài văn hôm trước.
213.wav|Về 'khu vườn mục nát' mà em đã miêu tả."
214.wav|Câu nói của Thầy Duy khiến An Nhiên khựng lại.
215.wav|Cô quay sang nhìn thầy, ánh mắt sắc lẹm như muốn xuyên thấu tâm can đối phương: "Thầy đọc rồi sao?
216.wav|Thầy thấy nó thế nào?
217.wav|Có phải rất khó nghe, rất phản cảm không?"
218.wav|"Không," Thầy Duy nhìn thẳng vào mắt cô, giọng nói trở nên nghiêm túc.
219.wav|"Nó rất thật.
220.wav|Và vì nó quá thật nên nó mới khiến người ta sợ hãi.
221.wav|Thầy đã đọc được tất cả những gì em giấu sau những con chữ đó.
222.wav|Thầy biết em đang cố gắng vạch trần những điều xấu xa đang diễn ra trong lớp học này."
223.wav|An Nhiên khẽ rùng mình.
224.wav|Lần đầu tiên, lớp vỏ bọc bất cần của cô bị lung lay.
225.wav|Cô lùi lại một bước, giọng nói run run nhưng vẫn cố tỏ ra cứng cỏi: "Thầy biết thì đã sao?
226.wav|Một giáo viên trẻ như thầy thì làm được gì?
227.wav|Thầy có biết những kẻ đứng sau chuyện này là ai không?
228.wav|Họ có quyền lực, có tiền bạc.
229.wav|Thầy chỉ là một hạt cát thôi, đừng tự chuốc họa vào thân."
230.wav|Thầy Duy tiến lên một bước, thu hẹp khoảng cách.
231.wav|Ánh nhìn của thầy không còn là sự bao dung đơn thuần, mà là sự kiên định của một người bảo vệ: "Có lẽ thầy chỉ là một hạt cát, nhưng nhiều hạt cát có thể tạo nên một sa mạc.
232.wav|An Nhiên, văn chương của em rất đẹp.
233.wav|Nó sắc sảo và mạnh mẽ vô cùng.
234.wav|Nhưng thầy muốn nói với em một điều..."
235.wav|Thầy dừng lại một chút, để những lời tiếp theo thấm sâu vào không gian: "Ngôn từ của em không nên chỉ được dùng để tố cáo hay vạch trần cái xấu.
236.wav|Nó còn có một sứ mệnh cao cả hơn, đó là chữa lành.
237.wav|Em dùng văn chương làm vũ khí để chiến đấu, điều đó không sai.
238.wav|Nhưng đừng để lòng thù hận làm mờ đi vẻ đẹp trong tâm hồn em.
239.wav|Hãy dùng nó để bảo vệ những người như Lan, và để chữa lành cho chính những thương tổn mà em đang gánh chịu."
240.wav|An Nhiên đứng lặng đi.
241.wav|Những lời của Thầy Duy như một luồng điện chạy dọc sống lưng cô.
242.wav|Từ trước đến nay, người ta chỉ thấy cô là một học sinh hư hỏng, một kẻ nổi loạn.
243.wav|Chưa một ai nói với cô rằng tâm hồn cô đẹp, chưa một ai bảo cô hãy dùng tài năng để chữa lành.
244.wav|Dưới màn mưa trắng xóa, An Nhiên bỗng thấy mắt mình cay xè.
